screen_name,followers_count,friends_count,created_at,lang,statuses_count
Shootem45,3,1140,2014-03-17 01:19:08+00:00,en,26
hafizd_d,2,410,2013-06-18 13:34:58+00:00,en,25
rondakarn,4,448,2009-05-24 22:00:24+00:00,en,17
TranJess,0,164,2012-04-16 12:33:04+00:00,en,9
JuliLopez5,0,53,2011-05-24 19:34:37+00:00,en,3
chavon37,0,29,2012-06-04 23:11:01+00:00,en,2
MsNeLaw49,4,867,2009-02-12 21:55:15+00:00,en,28
montree090,3,135,2011-05-16 05:51:34+00:00,en,32
sellywidiastuti,4,161,2012-12-02 15:05:52+00:00,en,9
3Kayonie,18,648,2012-09-08 02:41:40+00:00,en,86
gregg_russell,222,939,2010-06-06 22:49:15+00:00,en,2093
zarquito,3,910,2009-11-02 22:30:39+00:00,en,37
nenedelcazerio,2,539,2011-02-16 01:44:11+00:00,es,21
dominiq39119789,1,88,2012-07-13 22:42:57+00:00,es,20
nuonesa,0,157,2012-09-04 05:40:21+00:00,en,2
arthurrock01,26,378,2012-01-25 01:32:21+00:00,pt,48
3xOfxAxKind,2,32,2011-01-25 23:19:40+00:00,en,3
jjones5970,1,187,2010-09-23 02:48:29+00:00,en,34
saazuskaGomes,8,324,2010-08-02 18:57:36+00:00,en,9
arevalu,2,137,2011-10-28 12:58:33+00:00,es,5
deadlylotus,0,139,2010-05-23 15:07:05+00:00,en,10
Cjirkelin,3,132,2009-12-11 17:50:52+00:00,en,22
Lena_oujaa,3,80,2011-05-03 15:42:59+00:00,de,3
2quintin2,3,530,2009-05-12 20:15:59+00:00,en,67
wanurmanche_new,109,544,2013-08-27 19:06:53+00:00,en,172
iRantallday,19,231,2011-12-08 01:08:49+00:00,en,14
_mach_,6,88,2009-08-04 13:09:59+00:00,en,8
ayohot,0,56,2011-05-25 00:58:11+00:00,en,2
Emilyi12345,0,194,2012-08-03 02:13:08+00:00,pt,40
allisonsha,0,50,2011-01-30 23:08:06+00:00,en,1
frankiss3,5,2093,2011-04-06 20:25:28+00:00,en,20
DeusGamingHD,2,258,2011-10-03 12:20:39+00:00,en,72
farihin_enn,3,747,2009-12-22 08:18:14+00:00,en,28
Wogboy231,7,936,2010-04-18 06:34:46+00:00,en,36
ivan770503,3,174,2017-01-15 19:08:38+00:00,id,15
Kserna91,4,1697,2012-11-14 21:25:14+00:00,en,74
zxcy798,1,116,2014-05-23 13:23:48+00:00,zh-tw,6
YounqRed,0,411,2010-12-16 23:32:40+00:00,en,7
Lincolnsecrets,5,769,2010-01-14 03:12:36+00:00,en,2
fatalatywins,0,129,2010-10-30 00:41:07+00:00,es,26
CHi_tweet,9,276,2007-08-14 17:22:15+00:00,en,6
bdidier64,2,173,2010-09-07 16:14:28+00:00,fr,10
ASprimont,3,1737,2011-12-05 21:02:28+00:00,fr,46
josecascais,1,146,2010-04-09 19:54:06+00:00,en,7
Indie_Sorteia,570,663,2011-08-05 22:34:05+00:00,pt,7924
vwgirlcalgary,8,220,2009-04-24 14:11:59+00:00,en,16
RogerioMOlive,0,179,2012-03-26 12:37:53+00:00,pt,7
candigal123,0,89,2011-04-23 00:48:43+00:00,en,8
annefig,29,422,2010-04-20 03:00:29+00:00,en,131
1tendai,1,341,2010-05-06 08:16:16+00:00,en,12
dannyboo123,102,960,2012-09-11 19:09:09+00:00,en,28
saraholt21,4,310,2014-03-05 04:39:44+00:00,en,12
shaha1998,6,89,2012-01-14 11:52:27+00:00,en,8
mikeys1981,1,64,2011-03-27 20:56:48+00:00,en,3
KieyannaJ,4,121,2012-10-11 02:33:48+00:00,en,8
Gonzo1213,14,337,2011-06-10 14:37:30+00:00,en,33
beatrizserra2,1,117,2011-06-01 00:48:08+00:00,en,7
Twisteermua,0,142,2011-12-07 07:27:38+00:00,en,2
cratos1995,2,125,2011-02-02 23:39:51+00:00,es,7
matiasa42595507,16,1980,2012-06-14 18:06:03+00:00,en,87
andre225a,9,1449,2014-07-28 01:27:59+00:00,en,55
hazwanyuda,18,227,2011-10-21 08:17:15+00:00,en,5
targetsuspect,0,161,2011-12-06 05:55:42+00:00,en,21
aninhamartins5,830,2247,2011-08-26 18:49:15+00:00,pt,1793
DakiddGaza,7,1715,2014-05-30 02:09:31+00:00,en,50
alline_braga,3,467,2011-07-10 00:44:51+00:00,pt,12
AttarSingh3,7,1819,2012-05-14 08:14:58+00:00,en,45
maeykay1956,1,167,2011-08-23 23:16:26+00:00,en,9
nigga_stylejj,1,376,2014-01-25 00:56:30+00:00,es,15
Maria_sasa0,4,92,2011-07-02 12:39:33+00:00,pt,5
Erik_Gheno,3,159,2015-04-09 16:32:59+00:00,it,6
kouta0,3,104,2009-05-25 04:22:09+00:00,en,6
Alp_Giray_,10,1351,2011-08-10 11:26:44+00:00,tr,48
NickoRoc,6,397,2012-05-05 03:13:25+00:00,en,18
BoatsNoel,0,122,2013-02-28 20:34:07+00:00,en,2
amyroseharvey,23,410,2011-05-08 08:01:31+00:00,en,85
brizzi1991,1,544,2011-09-02 00:33:00+00:00,it,22
zunigagarcia01,3,260,2010-12-07 02:30:41+00:00,es,14
rizwanshahidawa,3,1399,2012-08-01 10:35:05+00:00,en,84
fakruladli,2,1111,2011-02-07 14:42:25+00:00,en,28
ethridge14,0,266,2009-09-01 22:45:34+00:00,en,14
anjiinha,5,136,2009-06-14 17:29:48+00:00,en,20
fernando170695,2,87,2011-06-15 05:42:48+00:00,es,14
BEN19970207,11,2473,2011-01-06 08:00:58+00:00,en,63
qazmus,0,237,2010-07-15 19:24:43+00:00,en,6
happykdub,0,215,2011-08-21 04:15:55+00:00,en,11
TLCMM,3,892,2009-08-25 17:18:18+00:00,en,50
montysgurl,2,1473,2009-06-22 22:34:35+00:00,en,34
katedaindonesia,46,375,2010-04-22 12:07:32+00:00,id,18
aaronhorsley,11,198,2010-05-01 08:44:14+00:00,en,6
BigGimpn,1,112,2010-09-23 20:06:50+00:00,en,4
callmeambi,0,28,2009-12-22 18:22:38+00:00,en,1
la_piruleta,7,587,2012-01-20 20:51:40+00:00,es,23
Alohaa_Kalai,5,1690,2014-02-25 06:52:00+00:00,en,28
AnneMargulies,0,1128,2011-05-25 21:38:08+00:00,en,19
daphy99,11,762,2009-06-01 21:16:46+00:00,en,26
serdzjoelwiz,5,1944,2016-08-02 18:38:15+00:00,pl,54
misstrouble20,3,442,2013-09-20 01:48:16+00:00,en,7
Diva_Immortal,11,1720,2012-04-17 00:50:21+00:00,en,39
retna_myname,1,109,2014-01-04 06:56:32+00:00,en,6
emocrema,11,555,2010-07-26 20:53:29+00:00,es,15
grampakool,2,336,2009-05-04 01:23:15+00:00,en,10
fernandarueda3,1,795,2011-11-09 22:24:42+00:00,en,13
22marcopolo22,22,383,2011-12-24 13:20:42+00:00,en,10
murtimuaniz,2,164,2011-03-16 22:07:52+00:00,en,6
Theonekid55,1,518,2011-02-03 01:46:58+00:00,en,19
knobii1984,5,116,2014-05-09 22:45:57+00:00,en,4
stuckinsleep,1,153,2009-04-16 20:24:20+00:00,en,4
_JosimarBezerra,8,880,2011-05-18 22:28:57+00:00,pt,32
sebbaleb1972,0,101,2010-12-08 13:02:41+00:00,fr,5
kpaterson96,39,318,2011-11-24 02:00:39+00:00,en,5
SFitz26,2,1187,2010-06-27 15:59:40+00:00,en,34
kastro_michel,0,1527,2012-04-01 21:35:45+00:00,fr,21
yanglogu1982,2,388,2012-07-19 01:54:32+00:00,en,18
lagurrriata,2,1140,2013-06-28 18:13:22+00:00,es,25
Christo14771493,2,286,2013-07-22 15:10:13+00:00,en,11
tarekahmedmayah,5,1959,2011-11-01 21:23:47+00:00,en,61
juicyee272,2,188,2011-09-10 06:07:32+00:00,en,8
saralynn86,2,891,2011-12-02 22:43:27+00:00,en,28
lindsey7809,1,335,2012-01-27 20:41:42+00:00,en,27
moviemaker79,19,1289,2010-12-11 23:38:39+00:00,en,66
krissydoll_93,6,1869,2009-06-27 02:45:47+00:00,en,120
coreycuttup,65,555,2011-01-16 15:47:30+00:00,en,102
roiwassabi1600,15,1493,2014-04-21 05:42:39+00:00,en,79
Rbear63,3,1008,2014-05-28 00:47:03+00:00,en,61
eashary1,1,69,2010-12-12 02:46:35+00:00,en,3
RhiannonHanlon,156,131,2014-03-19 22:11:49+00:00,en,309
danialhosisy,5,1330,2012-03-09 13:47:59+00:00,he,38
MAMBRUSITO_01,12,1311,2011-12-15 07:38:34+00:00,es,58
gabiihappy,4,387,2011-10-29 22:36:30+00:00,pt,16
LuisDaniel1501,1,88,2011-08-12 04:18:13+00:00,es,2
bruna_mgs,40,280,2011-02-04 23:19:24+00:00,en,378
butters231,103,335,2012-12-18 07:14:00+00:00,en,50
bammwood,0,185,2011-09-14 16:48:01+00:00,en,4
SuperBeano11,5,89,2009-10-10 09:54:46+00:00,en,1
breakofdawn64,5,139,2009-03-29 19:33:49+00:00,en,8
nachosahun,7,471,2010-07-07 07:17:38+00:00,es,62
eKxONwmPptWnUeN,1,201,2017-04-08 21:11:44+00:00,zh-tw,3
edwardroche10,1,255,2015-03-17 04:35:05+00:00,en,4
abdomessi,9,1887,2010-07-08 18:05:46+00:00,en,89
Bradsta08John,0,32,2013-03-27 01:33:02+00:00,en,1
Cillaboeboe,0,88,2012-06-14 00:40:22+00:00,en,6
patypanza,63,295,2010-03-08 22:46:56+00:00,en,276
aaronosborn7,4,1665,2013-07-14 01:45:04+00:00,en,32
collinfletcher1,1,133,2011-08-25 22:29:48+00:00,en,2
costaoro,5,1531,2009-09-09 12:46:39+00:00,en,69
JULIEROWLANDS4,0,122,2013-01-28 19:37:39+00:00,en,7
cold_sholders,13,1077,2011-04-08 20:02:03+00:00,en,154
slickpapa,2,1626,2009-10-28 20:43:50+00:00,en,46
beezka,0,114,2011-04-20 22:53:24+00:00,en,8
faisal060,31,1062,2011-04-05 20:23:28+00:00,en,32
RICHMONDO2011,0,101,2010-12-11 19:55:38+00:00,en,2
Dynamic_Rockers,1,29,2011-01-21 10:27:16+00:00,en,1
gnv101409,2,420,2012-12-07 17:31:46+00:00,en,6
ferdinandsulaim,2,87,2012-07-21 09:26:13+00:00,en,4
elh_shiqo_RD,2,118,2010-02-27 21:15:49+00:00,es,9
Davidvloka,3,537,2011-05-25 21:24:45+00:00,en,15
bexyw85,0,186,2011-12-05 09:57:49+00:00,en,4
jhova1991,3,1150,2012-02-22 14:01:42+00:00,es,66
aaronguy5612,2,278,2014-09-01 15:26:30+00:00,en,6
electro_jan2000,0,243,2011-10-29 16:49:41+00:00,es,7
teniellecarroll,16,192,2010-11-19 08:32:43+00:00,en,5
dcd45yahoocom,16,1882,2010-01-17 19:18:00+00:00,en,17
exam2_home,1,371,2012-10-28 02:15:51+00:00,en,14
_SandJulia,5,842,2012-11-17 10:18:32+00:00,fi,2
xmysteryx24,1,352,2011-01-19 19:16:26+00:00,en,17
KarolinaCiucias,1,139,2012-03-11 13:15:03+00:00,pl,5
XxoKittyoxX,2,111,2009-06-01 22:11:21+00:00,en,9
tamageta0101,2,1390,2011-03-22 11:25:49+00:00,ja,67
AaronCarr752131,0,14,2017-04-16 14:26:22+00:00,en,8
MallakMiguel,10,251,2013-11-15 13:20:51+00:00,pt,14
tiklingmalawi,0,31,2011-08-01 19:36:53+00:00,en,1
amberkneer,0,150,2013-08-26 01:30:08+00:00,en,8
anitralalala,5,1396,2011-12-13 21:39:50+00:00,es,82
michelle7717572,0,53,2012-06-18 00:02:16+00:00,es,3
pattycarolina1,0,397,2011-07-20 23:08:28+00:00,es,15
LaceyLuluxx,31,2175,2010-06-02 16:12:23+00:00,en,29
gabrieltruth1,1,260,2011-07-11 09:19:56+00:00,en,10
kristyoon,1,273,2012-03-24 22:33:57+00:00,en,23
toddyboi19,3,229,2012-01-11 18:30:50+00:00,en,5
Fusionristorant,0,841,2012-01-20 12:08:47+00:00,en,19
virginpureoil,4,597,2010-07-27 10:00:27+00:00,en,20
MyrosiaK,1,197,2013-08-22 11:01:27+00:00,en,5
GishAnne98,1,294,2012-11-03 21:07:50+00:00,en,17
puerta_ej,8,210,2009-06-04 17:09:19+00:00,en,5
Yezdigerd,1,144,2013-05-28 18:59:22+00:00,en,5
youngineee,0,117,2010-03-21 04:03:21+00:00,en,7
nith86,1,110,2009-10-29 04:51:22+00:00,en,6
SamiSususami1,4,126,2014-08-23 09:59:42+00:00,en,7
acukas,1,746,2012-09-25 14:44:10+00:00,en,16
anamari83787860,0,171,2012-08-07 03:55:02+00:00,en,23
mti1003,0,163,2011-03-15 05:34:47+00:00,ko,14
FondlesTheClown,9,227,2010-11-28 07:02:46+00:00,en,16
riskaguslianof,2,109,2014-02-06 13:18:57+00:00,id,3
hotspicymexico,1,83,2010-09-03 08:34:20+00:00,ja,7
AlexMillerW,9,112,2011-03-16 15:39:16+00:00,es,32
deleting2837463,3,235,2011-07-04 16:03:54+00:00,en,250
Dan_A_Ken,0,294,2010-11-30 16:12:22+00:00,en,21
rabia_abc,0,87,2014-01-16 16:03:38+00:00,en,15
MarcLoveland,5,115,2012-01-22 23:56:50+00:00,en,4
thiaguinhodinho,14,1463,2010-04-29 20:24:58+00:00,en,34
teebee2008,1,107,2013-12-05 05:11:32+00:00,th,3
sigithonggowijo,0,171,2013-12-01 14:26:26+00:00,en,7
MalikDriskell,1,749,2014-11-13 19:21:07+00:00,en,26
BizzieDiez,4,169,2009-10-30 10:32:23+00:00,en,3
freebird2134,1,51,2013-05-21 01:57:00+00:00,en,3
katynelson27,2,554,2009-08-18 10:19:58+00:00,en,22
jordanharden409,1,28,2011-11-02 17:12:41+00:00,es,2
EmjayDIllon,5,464,2010-06-27 02:28:02+00:00,en,100
finnis1126,11,441,2011-04-18 04:33:00+00:00,en,22
hkd190297,1,267,2013-01-28 03:40:26+00:00,es,18
raizoearlyseven,0,409,2012-04-20 13:14:35+00:00,en,22
BILL007152,3,562,2014-06-25 12:00:06+00:00,en,24
MazituBabin,0,1185,2014-10-03 04:52:41+00:00,en-gb,43
clement15935991,0,622,2013-12-16 17:29:59+00:00,fr,27
ULcajunfan415,15,571,2011-03-08 23:29:45+00:00,en,33
NathanBuchana13,0,712,2015-07-16 02:44:04+00:00,en,20
josephgiff85,2,1064,2011-11-10 02:13:25+00:00,en,60
jirou505,1,242,2011-04-17 02:59:18+00:00,es,23
randooty,4,38,2011-03-28 19:59:22+00:00,en,1
TempChuckMaster,24,1190,2014-01-17 11:26:44+00:00,en,120
ShamikaFranklin,9,112,2009-11-21 18:38:03+00:00,en,8
A_Addiction92,0,155,2011-06-11 04:22:01+00:00,en,13
xxSarin,1,84,2010-03-07 20:58:32+00:00,en,3
BorceCvetanovsk,3,1717,2013-08-15 16:21:10+00:00,en,116
lucasgaturro1,2,107,2014-10-03 02:10:02+00:00,es,10
smilybubble,5,315,2009-05-24 14:24:49+00:00,en,6
NikitaKochubeev,7,1315,2011-05-09 08:39:43+00:00,ru,41
y85267840,0,161,2011-12-17 23:35:27+00:00,zh-tw,4
SeijoYolanda,2,526,2011-05-19 14:00:46+00:00,es,52
cuscole,3,1574,2013-04-16 22:36:09+00:00,en,42
andrewtjaya,9,1792,2011-07-02 15:30:02+00:00,en,44
DefriOktrio,1,145,2012-01-23 04:09:13+00:00,id,15
brhm16,0,123,2013-02-13 02:45:34+00:00,fr,10
Kntlytreasures,0,1220,2011-05-02 21:05:26+00:00,en,41
sheabmorgan,3,398,2013-05-20 03:23:51+00:00,en,3
giulio_84,20,1723,2010-04-20 10:08:29+00:00,it,25
papaaudrey13,6,834,2011-06-23 09:12:23+00:00,en,12
snafkin_2010,0,265,2010-07-30 21:36:22+00:00,ja,12
besi_besnik,9,1125,2012-01-13 08:30:18+00:00,en,45
Barisakarsudeni,0,56,2011-02-25 22:38:06+00:00,en,1
ha00777,0,81,2014-09-15 08:28:34+00:00,de,6
ElwaniaK,0,256,2013-01-16 18:04:49+00:00,sv,26
DylanHoste,5,1304,2012-11-24 21:36:26+00:00,nl,93
Songbird924,2,281,2009-04-13 01:34:07+00:00,en,10
edupoma2307,1,510,2011-06-09 03:13:17+00:00,es,13
Xparkle,3,1543,2011-11-11 20:33:44+00:00,en,47
Matthewjackson9,3,181,2009-04-30 16:48:10+00:00,en,6
noobyloo,2,594,2010-09-30 20:47:48+00:00,en,27
E_song_Diiiiiz,21,151,2009-07-15 10:50:09+00:00,th,671
JonathanGiannon,0,143,2011-10-02 21:37:19+00:00,en,6
Miosotissol,2,478,2011-11-12 03:27:03+00:00,en,29
meneerstephen,16,320,2012-05-07 09:21:55+00:00,en,36
savvypat,3,825,2009-06-28 17:34:28+00:00,en,17
tomtomscott,3,63,2011-07-23 16:19:52+00:00,en,15
luckyy1211,4,1514,2011-03-15 18:21:29+00:00,en,113
skyzer20,2,820,2014-10-28 15:19:17+00:00,en,27
Hrcy007,1,160,2010-10-15 08:35:03+00:00,en,3
Amendocat,1,236,2009-08-02 22:47:30+00:00,en,11
motazalazizi,0,56,2012-09-28 20:09:06+00:00,en,3
VERONICAKAMINI,0,30,2012-01-31 17:55:14+00:00,en,1
Tommy1245531507,3,982,2015-05-25 22:30:05+00:00,id,15
Disser62,9,91,2013-08-29 15:10:31+00:00,en-gb,6
Ally12341,1,162,2011-06-21 21:46:41+00:00,en,10
narcotik17,4,1372,2010-12-27 03:47:28+00:00,en,46
angeltierno2010,0,369,2010-04-04 17:35:34+00:00,es,24
yourfingcrazy,0,235,2014-09-21 05:42:47+00:00,en,13
ahmedibnalaa,430,2343,2010-06-05 12:02:18+00:00,en,2581
LOLLYY__pop,6,135,2012-08-26 01:36:23+00:00,en,10
KirilNikolov4,2,738,2014-04-04 11:08:33+00:00,en,19
pavolopez,8,1508,2011-02-20 19:10:17+00:00,en,47
jamardebrue,1,539,2012-12-25 16:47:07+00:00,en,17
fathiaswaisa,1,323,2012-04-04 12:36:21+00:00,en,12
CamilaIntegrcao,1,162,2009-11-09 17:35:31+00:00,en,2
safitri769,47,478,2012-08-09 14:38:29+00:00,en,783
Jc_Esquivel10,11,227,2016-08-28 06:45:17+00:00,en,71
abu4s,10,1037,2012-01-29 05:52:34+00:00,en,35
Brittsheets,3,1057,2009-07-28 20:43:04+00:00,en,29
faridmondal,1,169,2015-01-01 03:42:27+00:00,en,15
DhejiFwesh,4,450,2014-02-17 13:16:04+00:00,en,16
ArcticFlow,1,333,2010-03-03 13:20:08+00:00,fr,13
Daz431,0,30,2011-02-13 18:08:50+00:00,en,2
cristinavangrie,5,181,2010-08-15 04:13:57+00:00,es,13
y_argon,0,127,2011-03-08 15:19:07+00:00,en,20
spowell2811,0,51,2013-02-18 18:09:44+00:00,en,1
LarueBell,5,670,2013-01-19 19:15:27+00:00,en,32
JanJuanSola,0,160,2013-10-01 20:22:13+00:00,es,8
sand0619882011,5,56,2011-01-31 16:47:27+00:00,en,3
jardinagirl1,1,400,2011-01-19 19:21:44+00:00,en,13
FiorellaLuciano,5,1402,2012-04-20 15:12:50+00:00,it,70
roka1340,2,189,2010-09-05 14:42:11+00:00,en,9
3DieLetsGamer3,20,3235,2012-05-26 15:28:24+00:00,de,86
200Xulo,0,42,2011-11-09 18:41:17+00:00,es,1
AdrienGachet,4,1499,2012-09-25 17:36:17+00:00,fr,56
rickymartin2121,4,795,2011-02-11 16:11:35+00:00,en,27
loiragyn,3,247,2009-07-04 12:12:04+00:00,en,9
Dominictripsix,0,189,2011-11-20 01:04:29+00:00,en,4
_2441_,5,1118,2009-09-18 19:18:18+00:00,en,34
TaylerLikeWoahh,3,1009,2011-06-12 01:23:28+00:00,en,76
carolineevans7,5,1733,2013-10-30 12:10:07+00:00,en,23
mrice012,1,1245,2010-10-11 03:05:19+00:00,en,53
Miketackett10,0,104,2011-04-03 21:18:15+00:00,en,3
Laidiesman_ilyk,3,1412,2010-11-07 06:49:12+00:00,en,56
williams_cath,7,1368,2011-11-19 21:06:15+00:00,en,89
remy252,7,1428,2011-01-10 21:46:06+00:00,en,27
Traikhong,9,2084,2011-02-07 12:03:57+00:00,en,58
Jusperus,0,65,2015-06-17 06:28:44+00:00,de,6
thebigdeal90,29,1438,2012-06-22 16:08:16+00:00,en,144
clairehickman13,2,241,2014-01-11 00:13:49+00:00,en,31
sambolorm_bo,1,161,2015-02-26 12:06:11+00:00,en,4
djhama,9,2194,2009-08-26 03:06:10+00:00,en,71
lulux23,4,1500,2011-01-16 01:49:51+00:00,en,9
MitchellePity,3,326,2012-11-14 15:49:58+00:00,en,4
priestley_nigel,0,121,2013-02-12 20:27:16+00:00,en,4
marcelovvalente,0,35,2011-06-06 02:38:19+00:00,en,3
XxxAngelCatxxX,1,191,2011-07-04 03:26:04+00:00,ja,6
formalin_a,4,1442,2009-05-12 19:36:34+00:00,en,45
d2nice315,0,115,2010-04-13 16:16:16+00:00,en,12
Shukla1Sk,6,327,2014-02-17 05:39:53+00:00,en,8
jailee1989,1,147,2013-02-21 22:07:41+00:00,en,16
unknownJAD,1,332,2010-01-22 21:59:26+00:00,en,18
Wayfairs,22,621,2009-06-10 00:51:39+00:00,en,46
naymin14,11,1795,2011-12-26 04:31:38+00:00,en,28
blake_cook7,2,1133,2015-01-19 02:33:33+00:00,en,46
jefron2006,5,1186,2014-11-07 17:52:03+00:00,en,53
weathin88,1,28,2011-01-20 07:38:56+00:00,en,1
yantikss,8,1271,2010-09-27 19:32:25+00:00,en,50
BentleyKermit,2,565,2014-12-27 23:22:59+00:00,en,24
isabelate_amo,0,86,2010-09-23 22:23:29+00:00,en,35
NoeleneWork66,0,325,2012-01-06 04:50:49+00:00,en,24
lufareis,4,275,2011-11-24 18:24:40+00:00,pt,9
_Stephanie_v,70,410,2009-07-13 14:10:20+00:00,en,2534
egreenem17,6,197,2014-05-28 17:50:14+00:00,en,3
priyanmadupa,8,2217,2011-10-07 13:32:12+00:00,en,53
AahaEhe,0,1112,2015-08-07 09:43:44+00:00,pl,46
linkismylove,0,122,2010-08-20 07:51:37+00:00,en,6
kala95212813,2,207,2012-08-31 07:53:28+00:00,en,11
Churejon2,0,391,2011-12-27 04:14:56+00:00,es,13
ruben2134,0,96,2010-05-10 20:03:04+00:00,es,5
pedrossoares_,3,457,2012-07-03 21:52:38+00:00,pt,626
lukafekonja1,16,2298,2013-06-22 18:43:03+00:00,en-gb,85
Luzifer___LP,8,1275,2017-02-05 11:21:17+00:00,de,33
ugomdori,3,406,2010-11-18 03:31:26+00:00,en,16
sandeekhung,3,218,2011-07-09 10:23:33+00:00,en,11
elly122,1,361,2009-03-18 11:56:14+00:00,en,13
razor10x,0,297,2011-09-23 19:06:15+00:00,en,22
LiLMzJB,5,53,2010-07-30 21:06:52+00:00,en,2
hannahcooper177,3,78,2010-02-03 17:48:14+00:00,en,1
michaelheath17,3,1323,2012-06-21 22:48:44+00:00,en,8
NanaZinna,7,1201,2010-02-06 12:06:11+00:00,es,41
granty1515,0,133,2009-11-18 17:52:00+00:00,en,6
heather_abs,0,32,2015-11-25 01:57:44+00:00,en,2
Malenajenta,5,347,2011-07-03 12:30:39+00:00,en,13
Franzovisck,3,128,2010-09-04 20:10:50+00:00,en,3
yousafone,1,384,2011-03-22 15:09:51+00:00,en,15
Damnika,1,171,2009-10-14 22:45:43+00:00,en,3
dkauhaahaa,0,122,2009-07-15 23:13:44+00:00,en,9
LAURINE_ROUGE,8,125,2009-05-12 14:00:47+00:00,en,5
phernandez_h,1,89,2010-11-22 05:31:23+00:00,es,8
majick39,0,172,2009-11-22 00:37:01+00:00,en,17
koardakliu,2,421,2012-01-27 22:56:18+00:00,en,14
AdrienCorthouts,10,1840,2014-09-07 16:43:24+00:00,en,24
BekkiCohen,9,175,2011-07-24 01:54:26+00:00,en,6
josemarialeite,1,240,2011-03-10 21:30:16+00:00,en,10
vincenvega,2,182,2009-04-27 18:07:54+00:00,en,9
nikov59,8,1254,2011-06-27 15:30:19+00:00,fr,39
c911white,0,247,2011-02-15 06:53:54+00:00,en,24
heexe,1,231,2011-11-06 13:02:11+00:00,en,5
vonflagler,0,53,2010-12-26 22:10:03+00:00,en,4
Nachaa128,9,112,2009-03-29 03:59:08+00:00,en,6
rizqi_abe,4,210,2011-09-09 12:35:41+00:00,id,4
CiscoGumby83,0,52,2010-09-16 05:41:14+00:00,en,3
Yomiteady,0,83,2013-07-28 01:24:54+00:00,en,8
_wesleyleandro,12,320,2011-02-24 15:31:40+00:00,en,43
DoraTinidou,1,259,2012-04-18 14:20:45+00:00,en,6
SameehaMohiuddi,2,436,2013-07-29 23:07:48+00:00,en,15
ChrisozzyB,0,429,2011-05-20 12:01:53+00:00,en,25
savingpvtcaleb,2,146,2013-04-06 08:21:49+00:00,en,7
Storme1991,0,290,2011-03-06 11:00:34+00:00,en,45
crittendenb,5,1651,2011-03-30 16:06:15+00:00,en,75
princessmanni23,57,658,2010-07-14 04:39:15+00:00,en,15
SXEMarie,13,851,2009-09-14 23:10:38+00:00,en,43
strohmatin,58,690,2012-08-06 06:55:08+00:00,en,1610
ricardonotein,13,2070,2013-03-08 04:11:18+00:00,es,15
agrapadagra,0,132,2014-01-28 18:49:38+00:00,pl,3
calvincowell,0,401,2011-07-27 23:09:34+00:00,en,8
nate_duke,3,406,2012-07-03 22:44:46+00:00,en,17
Nessta09,5,1007,2011-06-26 14:11:17+00:00,fr,36
Allibogs44,101,3095,2011-12-02 02:02:09+00:00,en,44
rmorto2611,0,223,2010-11-18 10:34:38+00:00,en,5
kroner7076,2,1376,2011-04-01 21:50:07+00:00,es,62
tiaun_williams,2,532,2011-07-06 16:29:28+00:00,en,31
SpikeVDS,0,324,2012-03-16 16:14:46+00:00,nl,8
VinceST31,5,1301,2012-08-26 01:02:17+00:00,fr,79
saraplace26,11,373,2011-04-16 04:53:53+00:00,en,264
ilovethesun,5,345,2009-01-31 23:38:47+00:00,en,28
LawzTy,7,343,2011-10-22 22:49:51+00:00,en,8
FERNANDOSAVIO3,1,190,2012-05-03 08:34:25+00:00,en,2
xKiiDxHoLLyWoOD,5,743,2010-04-24 08:38:07+00:00,en,76
janiellyaraujoh,3,460,2010-08-16 12:08:53+00:00,en,3
melodyrmz,3,30,2010-11-22 21:04:06+00:00,en,5
DebbieR24325249,0,78,2016-09-13 10:38:30+00:00,en,3
ShaunHighfield,0,166,2012-01-24 20:53:27+00:00,en,7
Siibocahhanehh,17,2193,2009-09-07 04:18:32+00:00,en,71
bunuuygungordum,2,282,2012-11-03 14:06:34+00:00,en,35
patty_ivey,3,493,2013-04-20 17:55:17+00:00,en,61
kisp70,0,165,2011-08-24 14:18:46+00:00,ko,10
JustinIswhore,1,95,2011-06-29 22:11:01+00:00,en,4
terranovaaaa,0,380,2011-10-26 12:37:53+00:00,en,8
GmezLety,2,433,2012-05-08 01:08:12+00:00,es,18
sassyagrl,9,1611,2013-07-11 09:35:51+00:00,en,54
bassasaurus79,3,1252,2015-05-28 17:23:34+00:00,en,22
michelletalkssx,261,897,2012-02-28 15:30:11+00:00,nl,5653
kobutagkbr,5,1372,2011-01-20 10:50:44+00:00,ja,14
robertwylly_,34,679,2009-06-26 05:07:03+00:00,pt,50
reviacen,5,224,2010-11-30 02:47:30+00:00,en,34
RobbyNaUpuc,0,124,2011-06-01 19:32:10+00:00,en,17
joaopedro_784,9,1914,2012-02-28 16:01:17+00:00,pt,121
ehc0,2,219,2012-03-04 16:52:15+00:00,es,9
droo_weller,0,183,2010-05-29 16:35:56+00:00,en,13
Mikeconmc,0,140,2013-01-20 21:48:13+00:00,en,14
sexbuscandonovi,2,30,2011-04-02 01:54:47+00:00,es,1
viky_e,1,62,2010-07-06 01:21:28+00:00,en,2
penuhselambe,0,29,2011-01-04 07:10:49+00:00,en,1
tompcherry,8,830,2011-12-13 03:14:59+00:00,en,32
boulasnam,4,1290,2011-12-19 17:32:37+00:00,fr,48
pokerzysta90,1,748,2011-04-25 17:07:23+00:00,en,12
