"screen_name","followers_count","friends_count","created_at","lang","status_count"
"lirvemanis",5,140,"Sat Mar 12 05:06:15 +0000 2011","en",9
"T_Darck_T",2,411,"Sun Mar 23 05:24:46 +0000 2014","es",14
"HongKhyeHung",1,93,"Sat Jan 16 23:14:40 +0000 2010","en",2
"romaan1991",7,409,"Fri Aug 31 09:54:57 +0000 2012","nl",9
"ChrissieKeo",8,176,"Mon Sep 26 10:52:00 +0000 2011","en",24
"MarcAndry",0,227,"Tue Jun 22 18:33:28 +0000 2010","en",8
"huseyinyesil",11,420,"Sun Oct 18 18:03:42 +0000 2009","en",5
"gtl65",0,135,"Tue Jun 22 16:09:23 +0000 2010","en",3
"Joeyheard1",2,1603,"Thu Sep 10 17:05:46 +0000 2015","en",16
"torenohime",2,1248,"Sat May 15 21:23:20 +0000 2010","en",38
"camilar10117622",2,93,"Wed Oct 31 21:31:38 +0000 2012","pt",15
"RosaBar77895787",21,122,"Wed May 15 12:48:37 +0000 2013","en",74
"avfcEDL4eva",13,538,"Sat May 25 20:36:36 +0000 2013","en",111
"Megsmarie393",2,239,"Tue Apr 07 02:04:38 +0000 2009","en",3
"lystiami",83,270,"Fri Oct 11 10:48:02 +0000 2013","en",521
"xFallen_Turtlex",0,153,"Fri Mar 29 19:44:49 +0000 2013","en",6
"asshole6677",1,210,"Fri Sep 04 03:39:44 +0000 2009","en",8
"Ju_Poynter",7,1131,"Sun Jul 12 01:29:22 +0000 2009","en",27
"sakartvelom",5,254,"Sun Jun 23 22:49:28 +0000 2013","en-gb",7
"JakicAna",4,667,"Wed Sep 05 11:14:20 +0000 2012","en",26
"ahlaaam96",208,293,"Fri May 03 16:00:28 +0000 2013","en",881
"AshikTiwari",10,813,"Sun Oct 27 15:39:59 +0000 2013","en",8
"EvaBdx",5,1592,"Tue Jun 15 18:41:18 +0000 2010","fr",64
"koniaguilar",6,247,"Sun Feb 27 04:03:00 +0000 2011","es",9
"boschable",0,85,"Wed Jan 26 10:33:12 +0000 2011","de",5
"ClaudiaRomeo9",1,123,"Sun Jan 26 21:09:56 +0000 2014","it",4
"gabrielapires26",10,249,"Fri Feb 03 21:55:36 +0000 2012","pt",66
"LOGAN1131",0,891,"Mon May 30 22:41:19 +0000 2011","en",33
"ForestalJ",2,1234,"Tue Oct 18 23:56:41 +0000 2011","en",86
"togeri",1,1379,"Thu Sep 23 00:34:13 +0000 2010","ja",16
"fontenot35",0,173,"Thu Aug 16 03:23:39 +0000 2012","en",12
"KatiehgKatie",2,706,"Tue Apr 16 11:15:23 +0000 2013","en",25
"pwrbyhonda",3,177,"Fri Mar 26 07:08:42 +0000 2010","en",6
"shine090291",4,243,"Sun Dec 19 06:12:30 +0000 2010","en",7
"Tonietemple",0,53,"Thu Dec 01 06:07:22 +0000 2011","en",1
"putra2re",3,1496,"Sat Jul 12 20:42:37 +0000 2014","id",16
"jumpgunner",13,306,"Fri Jan 13 04:13:59 +0000 2012","en",14
"wheelescw",1,33,"Tue Sep 28 11:14:03 +0000 2010","en",1
"cgoldwynn",52,2840,"Tue Jul 12 08:55:23 +0000 2011","en",32
"juliavinta1",2,272,"Wed May 13 13:28:43 +0000 2015","en",9
"jlarvig",4,170,"Wed Aug 17 03:19:51 +0000 2011","en",378
"daniel_mtb",4,396,"Sat Sep 05 01:02:52 +0000 2009","en",5
"SebastinTams",5,147,"Sat Dec 07 18:00:11 +0000 2013","en",12
"NaeMzswagg",3,129,"Sun May 29 21:56:54 +0000 2011","en",20
"oxbyowl",1,76,"Tue Sep 25 23:04:14 +0000 2012","en",6
"DMiku",2,1164,"Sat May 14 02:00:27 +0000 2011","en",25
"Too_cooled",0,70,"Sat Aug 25 10:25:34 +0000 2012","en",7
"sanyny3",0,125,"Fri Nov 26 11:18:12 +0000 2010","en",23
"edwardscissor12",0,207,"Sat Apr 20 00:15:01 +0000 2013","en",30
"asyraaf88",0,63,"Sat Dec 17 07:45:11 +0000 2011","en",2
"sliver_",3,298,"Sat Aug 29 15:05:18 +0000 2009","en",9
"nsosa22",1,67,"Thu Jan 20 01:03:44 +0000 2011","en",5
"bigbiird08",0,179,"Tue Dec 18 05:07:30 +0000 2012","en",6
"davidguay13",0,229,"Tue Sep 07 20:57:22 +0000 2010","es",14
"bryanbudrow14",5,1230,"Fri May 02 04:07:37 +0000 2014","en",29
"RealllTalllk",0,94,"Tue Oct 18 10:30:26 +0000 2011","en",5
"steveburich",4,1042,"Thu Apr 12 23:24:58 +0000 2012","en",58
"clemiyi",2,778,"Mon Nov 15 21:43:23 +0000 2010","de",24
"abumohamadalali",3,199,"Wed May 30 14:45:56 +0000 2012","en",14
"icedcoffeeprod",1,102,"Mon Mar 16 18:37:08 +0000 2009","en",9
"Mr_Scabb",5,321,"Fri Dec 11 08:25:50 +0000 2009","en",19
"lpsfantasyfilms",3,38,"Sat May 07 15:51:28 +0000 2011","en",159
"yonada_c",51,427,"Thu Mar 29 10:50:28 +0000 2012","en",12
"wendigu",7,2091,"Wed Mar 03 01:00:10 +0000 2010","en",63
"valetstand",0,52,"Fri Nov 16 16:12:47 +0000 2012","en",2
"frankbkibela",1,132,"Thu Sep 27 07:26:53 +0000 2012","en",8
"IvanGiovanniRiv",1,204,"Thu Dec 08 03:01:30 +0000 2011","en",30
"bemd",4,193,"Sun Jun 21 00:44:13 +0000 2009","en",12
"RocioLove69",2,80,"Tue Dec 13 09:58:37 +0000 2011","en",10
"LuGMeeZiiDiiZ",6,177,"Sun May 29 02:19:58 +0000 2011","en",3
"NaySint",1,73,"Thu Feb 14 15:56:28 +0000 2013","th",1
"Kitsamas",2,1422,"Thu Sep 12 02:33:42 +0000 2013","en",46
"BromLenka",0,70,"Wed May 08 21:35:18 +0000 2013","cs",4
"Dougquirk1",0,72,"Sun Sep 01 15:11:05 +0000 2013","en",3
"Shootem45",3,1140,"Mon Mar 17 01:19:08 +0000 2014","en",26
"hafizd_d",2,410,"Tue Jun 18 13:34:58 +0000 2013","en",25
"rondakarn",4,448,"Sun May 24 22:00:24 +0000 2009","en",17
"TranJess",0,164,"Mon Apr 16 12:33:04 +0000 2012","en",9
"JuliLopez5",0,53,"Tue May 24 19:34:37 +0000 2011","en",3
"chavon37",0,29,"Mon Jun 04 23:11:01 +0000 2012","en",2
"MsNeLaw49",4,867,"Thu Feb 12 21:55:15 +0000 2009","en",28
"montree090",3,135,"Mon May 16 05:51:34 +0000 2011","en",32
"sellywidiastuti",4,161,"Sun Dec 02 15:05:52 +0000 2012","en",9
"3Kayonie",18,648,"Sat Sep 08 02:41:40 +0000 2012","en",86
"gregg_russell",222,939,"Sun Jun 06 22:49:15 +0000 2010","en",2093
"zarquito",3,910,"Mon Nov 02 22:30:39 +0000 2009","en",37
"nenedelcazerio",2,539,"Wed Feb 16 01:44:11 +0000 2011","es",21
"dominiq39119789",1,88,"Fri Jul 13 22:42:57 +0000 2012","es",20
"nuonesa",0,157,"Tue Sep 04 05:40:21 +0000 2012","en",2
"arthurrock01",26,378,"Wed Jan 25 01:32:21 +0000 2012","pt",48
"3xOfxAxKind",2,32,"Tue Jan 25 23:19:40 +0000 2011","en",3
"jjones5970",1,187,"Thu Sep 23 02:48:29 +0000 2010","en",34
"saazuskaGomes",8,324,"Mon Aug 02 18:57:36 +0000 2010","en",9
"arevalu",2,137,"Fri Oct 28 12:58:33 +0000 2011","es",5
"deadlylotus",0,139,"Sun May 23 15:07:05 +0000 2010","en",10
"Cjirkelin",3,132,"Fri Dec 11 17:50:52 +0000 2009","en",22
"Lena_oujaa",3,80,"Tue May 03 15:42:59 +0000 2011","de",3
"2quintin2",3,530,"Tue May 12 20:15:59 +0000 2009","en",67
"wanurmanche_new",109,544,"Tue Aug 27 19:06:53 +0000 2013","en",172
"iRantallday",19,231,"Thu Dec 08 01:08:49 +0000 2011","en",14
"_mach_",6,88,"Tue Aug 04 13:09:59 +0000 2009","en",8
"ayohot",0,56,"Wed May 25 00:58:11 +0000 2011","en",2
"Emilyi12345",0,194,"Fri Aug 03 02:13:08 +0000 2012","pt",40
"allisonsha",0,50,"Sun Jan 30 23:08:06 +0000 2011","en",1
"frankiss3",5,2093,"Wed Apr 06 20:25:28 +0000 2011","en",20
"DeusGamingHD",2,258,"Mon Oct 03 12:20:39 +0000 2011","en",72
"farihin_enn",3,747,"Tue Dec 22 08:18:14 +0000 2009","en",28
"Wogboy231",7,936,"Sun Apr 18 06:34:46 +0000 2010","en",36
"ivan770503",3,174,"Sun Jan 15 19:08:38 +0000 2017","id",15
"Kserna91",4,1697,"Wed Nov 14 21:25:14 +0000 2012","en",74
"zxcy798",1,116,"Fri May 23 13:23:48 +0000 2014","zh-tw",6
"YounqRed",0,411,"Thu Dec 16 23:32:40 +0000 2010","en",7
"Lincolnsecrets",5,769,"Thu Jan 14 03:12:36 +0000 2010","en",2
"fatalatywins",0,129,"Sat Oct 30 00:41:07 +0000 2010","es",26
"CHi_tweet",9,276,"Tue Aug 14 17:22:15 +0000 2007","en",6
"bdidier64",2,173,"Tue Sep 07 16:14:28 +0000 2010","fr",10
"ASprimont",3,1737,"Mon Dec 05 21:02:28 +0000 2011","fr",46
"josecascais",1,146,"Fri Apr 09 19:54:06 +0000 2010","en",7
"Indie_Sorteia",570,663,"Fri Aug 05 22:34:05 +0000 2011","pt",7924
"vwgirlcalgary",8,220,"Fri Apr 24 14:11:59 +0000 2009","en",16
"RogerioMOlive",0,179,"Mon Mar 26 12:37:53 +0000 2012","pt",7
"candigal123",0,89,"Sat Apr 23 00:48:43 +0000 2011","en",8
"annefig",29,422,"Tue Apr 20 03:00:29 +0000 2010","en",131
"1tendai",1,341,"Thu May 06 08:16:16 +0000 2010","en",12
"dannyboo123",102,960,"Tue Sep 11 19:09:09 +0000 2012","en",28
"saraholt21",4,310,"Wed Mar 05 04:39:44 +0000 2014","en",12
"shaha1998",6,89,"Sat Jan 14 11:52:27 +0000 2012","en",8
"mikeys1981",1,64,"Sun Mar 27 20:56:48 +0000 2011","en",3
"KieyannaJ",4,121,"Thu Oct 11 02:33:48 +0000 2012","en",8
"Gonzo1213",14,337,"Fri Jun 10 14:37:30 +0000 2011","en",33
"beatrizserra2",1,117,"Wed Jun 01 00:48:08 +0000 2011","en",7
"Twisteermua",0,142,"Wed Dec 07 07:27:38 +0000 2011","en",2
"cratos1995",2,125,"Wed Feb 02 23:39:51 +0000 2011","es",7
"matiasa42595507",16,1980,"Thu Jun 14 18:06:03 +0000 2012","en",87
"andre225a",9,1449,"Mon Jul 28 01:27:59 +0000 2014","en",55
"hazwanyuda",18,227,"Fri Oct 21 08:17:15 +0000 2011","en",5
"targetsuspect",0,161,"Tue Dec 06 05:55:42 +0000 2011","en",21
"aninhamartins5",830,2247,"Fri Aug 26 18:49:15 +0000 2011","pt",1793
"DakiddGaza",7,1715,"Fri May 30 02:09:31 +0000 2014","en",50
"alline_braga",3,467,"Sun Jul 10 00:44:51 +0000 2011","pt",12
"AttarSingh3",7,1819,"Mon May 14 08:14:58 +0000 2012","en",45
"maeykay1956",1,167,"Tue Aug 23 23:16:26 +0000 2011","en",9
"nigga_stylejj",1,376,"Sat Jan 25 00:56:30 +0000 2014","es",15
"Maria_sasa0",4,92,"Sat Jul 02 12:39:33 +0000 2011","pt",5
"Erik_Gheno",3,159,"Thu Apr 09 16:32:59 +0000 2015","it",6
"kouta0",3,104,"Mon May 25 04:22:09 +0000 2009","en",6
"Alp_Giray_",10,1351,"Wed Aug 10 11:26:44 +0000 2011","tr",48
"NickoRoc",6,397,"Sat May 05 03:13:25 +0000 2012","en",18
"BoatsNoel",0,122,"Thu Feb 28 20:34:07 +0000 2013","en",2
"amyroseharvey",23,410,"Sun May 08 08:01:31 +0000 2011","en",85
"brizzi1991",1,544,"Fri Sep 02 00:33:00 +0000 2011","it",22
"zunigagarcia01",3,260,"Tue Dec 07 02:30:41 +0000 2010","es",14
"rizwanshahidawa",3,1399,"Wed Aug 01 10:35:05 +0000 2012","en",84
"fakruladli",2,1111,"Mon Feb 07 14:42:25 +0000 2011","en",28
"ethridge14",0,266,"Tue Sep 01 22:45:34 +0000 2009","en",14
"anjiinha",5,136,"Sun Jun 14 17:29:48 +0000 2009","en",20
"fernando170695",2,87,"Wed Jun 15 05:42:48 +0000 2011","es",14
"BEN19970207",11,2473,"Thu Jan 06 08:00:58 +0000 2011","en",63
"qazmus",0,237,"Thu Jul 15 19:24:43 +0000 2010","en",6
"happykdub",0,215,"Sun Aug 21 04:15:55 +0000 2011","en",11
"TLCMM",3,892,"Tue Aug 25 17:18:18 +0000 2009","en",50
"montysgurl",2,1473,"Mon Jun 22 22:34:35 +0000 2009","en",34
"katedaindonesia",46,375,"Thu Apr 22 12:07:32 +0000 2010","id",18
"aaronhorsley",11,198,"Sat May 01 08:44:14 +0000 2010","en",6
"BigGimpn",1,112,"Thu Sep 23 20:06:50 +0000 2010","en",4
"callmeambi",0,28,"Tue Dec 22 18:22:38 +0000 2009","en",1
"la_piruleta",7,587,"Fri Jan 20 20:51:40 +0000 2012","es",23
"Alohaa_Kalai",5,1690,"Tue Feb 25 06:52:00 +0000 2014","en",28
"AnneMargulies",0,1128,"Wed May 25 21:38:08 +0000 2011","en",19
"daphy99",11,762,"Mon Jun 01 21:16:46 +0000 2009","en",26
"serdzjoelwiz",5,1944,"Tue Aug 02 18:38:15 +0000 2016","pl",54
"misstrouble20",3,442,"Fri Sep 20 01:48:16 +0000 2013","en",7
"Diva_Immortal",11,1720,"Tue Apr 17 00:50:21 +0000 2012","en",39
"retna_myname",1,109,"Sat Jan 04 06:56:32 +0000 2014","en",6
"emocrema",11,555,"Mon Jul 26 20:53:29 +0000 2010","es",15
"grampakool",2,336,"Mon May 04 01:23:15 +0000 2009","en",10
"fernandarueda3",1,795,"Wed Nov 09 22:24:42 +0000 2011","en",13
"22marcopolo22",22,383,"Sat Dec 24 13:20:42 +0000 2011","en",10
"murtimuaniz",2,164,"Wed Mar 16 22:07:52 +0000 2011","en",6
"Theonekid55",1,518,"Thu Feb 03 01:46:58 +0000 2011","en",19
"knobii1984",5,116,"Fri May 09 22:45:57 +0000 2014","en",4
"stuckinsleep",1,153,"Thu Apr 16 20:24:20 +0000 2009","en",4
"_JosimarBezerra",8,880,"Wed May 18 22:28:57 +0000 2011","pt",32
"sebbaleb1972",0,101,"Wed Dec 08 13:02:41 +0000 2010","fr",5
"kpaterson96",39,318,"Thu Nov 24 02:00:39 +0000 2011","en",5
"SFitz26",2,1187,"Sun Jun 27 15:59:40 +0000 2010","en",34
"kastro_michel",0,1527,"Sun Apr 01 21:35:45 +0000 2012","fr",21
"yanglogu1982",2,388,"Thu Jul 19 01:54:32 +0000 2012","en",18
"lagurrriata",2,1140,"Fri Jun 28 18:13:22 +0000 2013","es",25
"Christo14771493",2,286,"Mon Jul 22 15:10:13 +0000 2013","en",11
"tarekahmedmayah",5,1959,"Tue Nov 01 21:23:47 +0000 2011","en",61
"juicyee272",2,188,"Sat Sep 10 06:07:32 +0000 2011","en",8
"saralynn86",2,891,"Fri Dec 02 22:43:27 +0000 2011","en",28
"lindsey7809",1,335,"Fri Jan 27 20:41:42 +0000 2012","en",27
"moviemaker79",19,1289,"Sat Dec 11 23:38:39 +0000 2010","en",66
"krissydoll_93",6,1869,"Sat Jun 27 02:45:47 +0000 2009","en",120
"coreycuttup",65,555,"Sun Jan 16 15:47:30 +0000 2011","en",102
"roiwassabi1600",15,1493,"Mon Apr 21 05:42:39 +0000 2014","en",79
"Rbear63",3,1008,"Wed May 28 00:47:03 +0000 2014","en",61
"eashary1",1,69,"Sun Dec 12 02:46:35 +0000 2010","en",3
"RhiannonHanlon",156,131,"Wed Mar 19 22:11:49 +0000 2014","en",309
"danialhosisy",5,1330,"Fri Mar 09 13:47:59 +0000 2012","he",38
"MAMBRUSITO_01",12,1311,"Thu Dec 15 07:38:34 +0000 2011","es",58
"gabiihappy",4,387,"Sat Oct 29 22:36:30 +0000 2011","pt",16
"LuisDaniel1501",1,88,"Fri Aug 12 04:18:13 +0000 2011","es",2
"bruna_mgs",40,280,"Fri Feb 04 23:19:24 +0000 2011","en",378
"butters231",103,335,"Tue Dec 18 07:14:00 +0000 2012","en",50
"bammwood",0,185,"Wed Sep 14 16:48:01 +0000 2011","en",4
"SuperBeano11",5,89,"Sat Oct 10 09:54:46 +0000 2009","en",1
"breakofdawn64",5,139,"Sun Mar 29 19:33:49 +0000 2009","en",8
"nachosahun",7,471,"Wed Jul 07 07:17:38 +0000 2010","es",62
"eKxONwmPptWnUeN",1,201,"Sat Apr 08 21:11:44 +0000 2017","zh-tw",3
"edwardroche10",1,255,"Tue Mar 17 04:35:05 +0000 2015","en",4
"abdomessi",9,1887,"Thu Jul 08 18:05:46 +0000 2010","en",89
"Bradsta08John",0,32,"Wed Mar 27 01:33:02 +0000 2013","en",1
"Cillaboeboe",0,88,"Thu Jun 14 00:40:22 +0000 2012","en",6
"patypanza",63,295,"Mon Mar 08 22:46:56 +0000 2010","en",276
"aaronosborn7",4,1665,"Sun Jul 14 01:45:04 +0000 2013","en",32
"collinfletcher1",1,133,"Thu Aug 25 22:29:48 +0000 2011","en",2
"costaoro",5,1531,"Wed Sep 09 12:46:39 +0000 2009","en",69
"JULIEROWLANDS4",0,122,"Mon Jan 28 19:37:39 +0000 2013","en",7
"cold_sholders",13,1077,"Fri Apr 08 20:02:03 +0000 2011","en",154
"slickpapa",2,1626,"Wed Oct 28 20:43:50 +0000 2009","en",46
"beezka",0,114,"Wed Apr 20 22:53:24 +0000 2011","en",8
"faisal060",31,1062,"Tue Apr 05 20:23:28 +0000 2011","en",32
"RICHMONDO2011",0,101,"Sat Dec 11 19:55:38 +0000 2010","en",2
"Dynamic_Rockers",1,29,"Fri Jan 21 10:27:16 +0000 2011","en",1
"gnv101409",2,420,"Fri Dec 07 17:31:46 +0000 2012","en",6
"ferdinandsulaim",2,87,"Sat Jul 21 09:26:13 +0000 2012","en",4
"elh_shiqo_RD",2,118,"Sat Feb 27 21:15:49 +0000 2010","es",9
"Davidvloka",3,537,"Wed May 25 21:24:45 +0000 2011","en",15
"bexyw85",0,186,"Mon Dec 05 09:57:49 +0000 2011","en",4
"jhova1991",3,1150,"Wed Feb 22 14:01:42 +0000 2012","es",66
"aaronguy5612",2,278,"Mon Sep 01 15:26:30 +0000 2014","en",6
"electro_jan2000",0,243,"Sat Oct 29 16:49:41 +0000 2011","es",7
"teniellecarroll",16,192,"Fri Nov 19 08:32:43 +0000 2010","en",5
"dcd45yahoocom",16,1882,"Sun Jan 17 19:18:00 +0000 2010","en",17
"exam2_home",1,371,"Sun Oct 28 02:15:51 +0000 2012","en",14
"_SandJulia",5,842,"Sat Nov 17 10:18:32 +0000 2012","fi",2
"xmysteryx24",1,352,"Wed Jan 19 19:16:26 +0000 2011","en",17
"KarolinaCiucias",1,139,"Sun Mar 11 13:15:03 +0000 2012","pl",5
"XxoKittyoxX",2,111,"Mon Jun 01 22:11:21 +0000 2009","en",9
"tamageta0101",2,1390,"Tue Mar 22 11:25:49 +0000 2011","ja",67
"AaronCarr752131",0,14,"Sun Apr 16 14:26:22 +0000 2017","en",8
"MallakMiguel",10,251,"Fri Nov 15 13:20:51 +0000 2013","pt",14
"tiklingmalawi",0,31,"Mon Aug 01 19:36:53 +0000 2011","en",1
"amberkneer",0,150,"Mon Aug 26 01:30:08 +0000 2013","en",8
"anitralalala",5,1396,"Tue Dec 13 21:39:50 +0000 2011","es",82
"michelle7717572",0,53,"Mon Jun 18 00:02:16 +0000 2012","es",3
"pattycarolina1",0,397,"Wed Jul 20 23:08:28 +0000 2011","es",15
"LaceyLuluxx",31,2175,"Wed Jun 02 16:12:23 +0000 2010","en",29
"gabrieltruth1",1,260,"Mon Jul 11 09:19:56 +0000 2011","en",10
"kristyoon",1,273,"Sat Mar 24 22:33:57 +0000 2012","en",23
"toddyboi19",3,229,"Wed Jan 11 18:30:50 +0000 2012","en",5
"Fusionristorant",0,841,"Fri Jan 20 12:08:47 +0000 2012","en",19
"virginpureoil",4,597,"Tue Jul 27 10:00:27 +0000 2010","en",20
"MyrosiaK",1,197,"Thu Aug 22 11:01:27 +0000 2013","en",5
"GishAnne98",1,294,"Sat Nov 03 21:07:50 +0000 2012","en",17
"puerta_ej",8,210,"Thu Jun 04 17:09:19 +0000 2009","en",5
"Yezdigerd",1,144,"Tue May 28 18:59:22 +0000 2013","en",5
"youngineee",0,117,"Sun Mar 21 04:03:21 +0000 2010","en",7
"nith86",1,110,"Thu Oct 29 04:51:22 +0000 2009","en",6
"SamiSususami1",4,126,"Sat Aug 23 09:59:42 +0000 2014","en",7
"acukas",1,746,"Tue Sep 25 14:44:10 +0000 2012","en",16
"anamari83787860",0,171,"Tue Aug 07 03:55:02 +0000 2012","en",23
"mti1003",0,163,"Tue Mar 15 05:34:47 +0000 2011","ko",14
"FondlesTheClown",9,227,"Sun Nov 28 07:02:46 +0000 2010","en",16
"riskaguslianof",2,109,"Thu Feb 06 13:18:57 +0000 2014","id",3
"hotspicymexico",1,83,"Fri Sep 03 08:34:20 +0000 2010","ja",7
"AlexMillerW",9,112,"Wed Mar 16 15:39:16 +0000 2011","es",32
"deleting2837463",3,235,"Mon Jul 04 16:03:54 +0000 2011","en",250
"Dan_A_Ken",0,294,"Tue Nov 30 16:12:22 +0000 2010","en",21
"rabia_abc",0,87,"Thu Jan 16 16:03:38 +0000 2014","en",15
"MarcLoveland",5,115,"Sun Jan 22 23:56:50 +0000 2012","en",4
"thiaguinhodinho",14,1463,"Thu Apr 29 20:24:58 +0000 2010","en",34
"teebee2008",1,107,"Thu Dec 05 05:11:32 +0000 2013","th",3
"sigithonggowijo",0,171,"Sun Dec 01 14:26:26 +0000 2013","en",7
"MalikDriskell",1,749,"Thu Nov 13 19:21:07 +0000 2014","en",26
"BizzieDiez",4,169,"Fri Oct 30 10:32:23 +0000 2009","en",3
"freebird2134",1,51,"Tue May 21 01:57:00 +0000 2013","en",3
"katynelson27",2,554,"Tue Aug 18 10:19:58 +0000 2009","en",22
"jordanharden409",1,28,"Wed Nov 02 17:12:41 +0000 2011","es",2
"EmjayDIllon",5,464,"Sun Jun 27 02:28:02 +0000 2010","en",100
"finnis1126",11,441,"Mon Apr 18 04:33:00 +0000 2011","en",22
"hkd190297",1,267,"Mon Jan 28 03:40:26 +0000 2013","es",18
"raizoearlyseven",0,409,"Fri Apr 20 13:14:35 +0000 2012","en",22
"BILL007152",3,562,"Wed Jun 25 12:00:06 +0000 2014","en",24
"MazituBabin",0,1185,"Fri Oct 03 04:52:41 +0000 2014","en-gb",43
"clement15935991",0,622,"Mon Dec 16 17:29:59 +0000 2013","fr",27
"ULcajunfan415",15,571,"Tue Mar 08 23:29:45 +0000 2011","en",33
"NathanBuchana13",0,712,"Thu Jul 16 02:44:04 +0000 2015","en",20
"josephgiff85",2,1064,"Thu Nov 10 02:13:25 +0000 2011","en",60
"jirou505",1,242,"Sun Apr 17 02:59:18 +0000 2011","es",23
"randooty",4,38,"Mon Mar 28 19:59:22 +0000 2011","en",1
"TempChuckMaster",24,1190,"Fri Jan 17 11:26:44 +0000 2014","en",120
"ShamikaFranklin",9,112,"Sat Nov 21 18:38:03 +0000 2009","en",8
"A_Addiction92",0,155,"Sat Jun 11 04:22:01 +0000 2011","en",13
"xxSarin",1,84,"Sun Mar 07 20:58:32 +0000 2010","en",3
"BorceCvetanovsk",3,1717,"Thu Aug 15 16:21:10 +0000 2013","en",116
"lucasgaturro1",2,107,"Fri Oct 03 02:10:02 +0000 2014","es",10
"smilybubble",5,315,"Sun May 24 14:24:49 +0000 2009","en",6
"NikitaKochubeev",7,1315,"Mon May 09 08:39:43 +0000 2011","ru",41
"y85267840",0,161,"Sat Dec 17 23:35:27 +0000 2011","zh-tw",4
"SeijoYolanda",2,526,"Thu May 19 14:00:46 +0000 2011","es",52
"cuscole",3,1574,"Tue Apr 16 22:36:09 +0000 2013","en",42
"andrewtjaya",9,1792,"Sat Jul 02 15:30:02 +0000 2011","en",44
"DefriOktrio",1,145,"Mon Jan 23 04:09:13 +0000 2012","id",15
"brhm16",0,123,"Wed Feb 13 02:45:34 +0000 2013","fr",10
"Kntlytreasures",0,1220,"Mon May 02 21:05:26 +0000 2011","en",41
"sheabmorgan",3,398,"Mon May 20 03:23:51 +0000 2013","en",3
"giulio_84",20,1723,"Tue Apr 20 10:08:29 +0000 2010","it",25
"papaaudrey13",6,834,"Thu Jun 23 09:12:23 +0000 2011","en",12
"snafkin_2010",0,265,"Fri Jul 30 21:36:22 +0000 2010","ja",12
"besi_besnik",9,1125,"Fri Jan 13 08:30:18 +0000 2012","en",45
"Barisakarsudeni",0,56,"Fri Feb 25 22:38:06 +0000 2011","en",1
"ha00777",0,81,"Mon Sep 15 08:28:34 +0000 2014","de",6
"ElwaniaK",0,256,"Wed Jan 16 18:04:49 +0000 2013","sv",26
"DylanHoste",5,1304,"Sat Nov 24 21:36:26 +0000 2012","nl",93
"Songbird924",2,281,"Mon Apr 13 01:34:07 +0000 2009","en",10
"edupoma2307",1,510,"Thu Jun 09 03:13:17 +0000 2011","es",13
"Xparkle",3,1543,"Fri Nov 11 20:33:44 +0000 2011","en",47
"Matthewjackson9",3,181,"Thu Apr 30 16:48:10 +0000 2009","en",6
"noobyloo",2,594,"Thu Sep 30 20:47:48 +0000 2010","en",27
"E_song_Diiiiiz",21,151,"Wed Jul 15 10:50:09 +0000 2009","th",671
"JonathanGiannon",0,143,"Sun Oct 02 21:37:19 +0000 2011","en",6
"Miosotissol",2,478,"Sat Nov 12 03:27:03 +0000 2011","en",29
"meneerstephen",16,320,"Mon May 07 09:21:55 +0000 2012","en",36
"savvypat",3,825,"Sun Jun 28 17:34:28 +0000 2009","en",17
"tomtomscott",3,63,"Sat Jul 23 16:19:52 +0000 2011","en",15
"luckyy1211",4,1514,"Tue Mar 15 18:21:29 +0000 2011","en",113
"skyzer20",2,820,"Tue Oct 28 15:19:17 +0000 2014","en",27
"Hrcy007",1,160,"Fri Oct 15 08:35:03 +0000 2010","en",3
"Amendocat",1,236,"Sun Aug 02 22:47:30 +0000 2009","en",11
"motazalazizi",0,56,"Fri Sep 28 20:09:06 +0000 2012","en",3
"VERONICAKAMINI",0,30,"Tue Jan 31 17:55:14 +0000 2012","en",1
"Tommy1245531507",3,982,"Mon May 25 22:30:05 +0000 2015","id",15
"Disser62",9,91,"Thu Aug 29 15:10:31 +0000 2013","en-gb",6
"Ally12341",1,162,"Tue Jun 21 21:46:41 +0000 2011","en",10
"narcotik17",4,1372,"Mon Dec 27 03:47:28 +0000 2010","en",46
"angeltierno2010",0,369,"Sun Apr 04 17:35:34 +0000 2010","es",24
"yourfingcrazy",0,235,"Sun Sep 21 05:42:47 +0000 2014","en",13
"ahmedibnalaa",430,2343,"Sat Jun 05 12:02:18 +0000 2010","en",2581
"LOLLYY__pop",6,135,"Sun Aug 26 01:36:23 +0000 2012","en",10
"KirilNikolov4",2,738,"Fri Apr 04 11:08:33 +0000 2014","en",19
"pavolopez",8,1508,"Sun Feb 20 19:10:17 +0000 2011","en",47
"jamardebrue",1,539,"Tue Dec 25 16:47:07 +0000 2012","en",17
"fathiaswaisa",1,323,"Wed Apr 04 12:36:21 +0000 2012","en",12
"CamilaIntegrcao",1,162,"Mon Nov 09 17:35:31 +0000 2009","en",2
"safitri769",47,478,"Thu Aug 09 14:38:29 +0000 2012","en",783
"Jc_Esquivel10",11,227,"Sun Aug 28 06:45:17 +0000 2016","en",71
"abu4s",10,1037,"Sun Jan 29 05:52:34 +0000 2012","en",35
"Brittsheets",3,1057,"Tue Jul 28 20:43:04 +0000 2009","en",29
"faridmondal",1,169,"Thu Jan 01 03:42:27 +0000 2015","en",15
"DhejiFwesh",4,450,"Mon Feb 17 13:16:04 +0000 2014","en",16
